date,state,cases_new,1day,2day,3day,4day,5day,6day,1week,2week,3week,4week,1mth,2mth,3mth,4mth,5mth,6mth,7mth,8mth,9mth,10mth,11mth,1year,1year1Mth,1year2Mth,1year3Mth,1year4Mth,1year5Mth,1year6Mth,1year7Mth
2021-03-29,Perlis,0,0,0,2,0,0,0,0,0,17,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,Perlis,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-03-31,Perlis,1,1,0,0,0,2,0,0,1,7,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-04-01,Perlis,0,1,1,0,0,0,2,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,Perlis,1,0,1,1,0,0,0,2,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,Perlis,0,1,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,Perlis,1,0,1,0,1,1,0,0,5,0,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,Perlis,2,1,0,1,0,1,1,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-04-06,Perlis,0,2,1,0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-07,Perlis,0,0,2,1,0,1,0,1,0,1,7,24,2,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0
2021-04-08,Perlis,1,0,0,2,1,0,1,0,0,0,2,17,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-09,Perlis,0,1,0,0,2,1,0,1,2,0,25,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-10,Perlis,2,0,1,0,0,2,1,0,0,0,29,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,Perlis,0,2,0,1,0,0,2,1,0,5,0,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,Perlis,2,0,2,0,1,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-13,Perlis,0,2,0,2,0,1,0,0,1,0,0,29,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-04-14,Perlis,3,0,2,0,2,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-04-15,Perlis,1,3,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0
2021-04-16,Perlis,2,1,3,0,2,0,2,0,1,2,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2021-04-17,Perlis,1,2,1,3,0,2,0,2,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,Perlis,3,1,2,1,3,0,2,0,1,0,5,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,Perlis,1,3,1,2,1,3,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-04-20,Perlis,3,1,3,1,2,1,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-21,Perlis,1,3,1,3,1,2,1,3,0,1,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-22,Perlis,0,1,3,1,3,1,2,1,1,0,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-23,Perlis,0,0,1,3,1,3,1,2,0,1,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,Perlis,1,0,0,1,3,1,3,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,Perlis,1,1,0,0,1,3,1,3,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2021-04-26,Perlis,0,1,1,0,0,1,3,1,2,2,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-27,Perlis,1,0,1,1,0,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28,Perlis,1,1,0,1,1,0,0,1,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,Perlis,1,1,1,0,1,1,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2021-04-30,Perlis,5,1,1,1,0,1,1,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2021-05-01,Perlis,0,5,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Perlis,4,0,5,1,1,1,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,Perlis,0,4,0,5,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,Perlis,0,0,4,0,5,1,1,1,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-05-05,Perlis,1,0,0,4,0,5,1,1,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-05-06,Perlis,3,1,0,0,4,0,5,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,Perlis,4,3,1,0,0,4,0,5,0,2,0,0,24,2,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0
2021-05-08,Perlis,1,4,3,1,0,0,4,0,1,1,2,1,17,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,Perlis,1,1,4,3,1,0,0,4,1,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,Perlis,3,1,1,4,3,1,0,0,0,1,2,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-11,Perlis,0,3,1,1,4,3,1,0,1,3,0,0,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-12,Perlis,1,0,3,1,1,4,3,1,1,1,3,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-13,Perlis,0,1,0,3,1,1,4,3,1,0,1,0,29,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-14,Perlis,5,0,1,0,3,1,1,4,5,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-15,Perlis,2,5,0,1,0,3,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0
2021-05-16,Perlis,2,2,5,0,1,0,3,1,4,1,3,2,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021-05-17,Perlis,0,2,2,5,0,1,0,3,0,0,1,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,Perlis,2,0,2,2,5,0,1,0,0,1,3,3,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,Perlis,6,2,0,2,2,5,0,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-05-20,Perlis,8,6,2,0,2,2,5,0,3,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,Perlis,3,8,6,2,0,2,2,5,4,5,0,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,Perlis,18,3,8,6,2,0,2,2,1,0,1,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,Perlis,8,18,3,8,6,2,0,2,1,4,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,Perlis,7,8,18,3,8,6,2,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,Perlis,8,7,8,18,3,8,6,2,0,0,1,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2021-05-26,Perlis,8,8,7,8,18,3,8,6,1,1,1,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,Perlis,6,8,8,7,8,18,3,8,0,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,Perlis,8,6,8,8,7,8,18,3,5,4,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,Perlis,19,8,6,8,8,7,8,18,2,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-05-30,Perlis,7,19,8,6,8,8,7,8,2,1,4,5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2021-05-31,Perlis,12,7,19,8,6,8,8,7,0,3,0,5,1,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2021-06-01,Perlis,0,12,7,19,8,6,8,8,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Perlis,7,0,12,7,19,8,6,8,6,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Perlis,5,7,0,12,7,19,8,6,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Perlis,8,5,7,0,12,7,19,8,3,5,4,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-06-05,Perlis,4,8,5,7,0,12,7,19,18,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-06-06,Perlis,2,4,8,5,7,0,12,7,8,2,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Perlis,1,2,4,8,5,7,0,12,7,0,3,4,0,24,2,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0
2021-06-08,Perlis,1,1,2,4,8,5,7,0,8,2,0,1,1,17,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-06-09,Perlis,4,1,1,2,4,8,5,7,8,6,1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Perlis,3,4,1,1,2,4,8,5,6,8,0,3,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Perlis,2,3,4,1,1,2,4,8,8,3,5,0,0,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Perlis,5,2,3,4,1,1,2,4,19,18,2,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Perlis,5,5,2,3,4,1,1,2,7,8,2,0,0,29,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06-14,Perlis,1,5,5,2,3,4,1,1,12,7,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06-15,Perlis,1,1,5,5,2,3,4,1,0,8,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0
2021-06-16,Perlis,8,1,1,5,5,2,3,4,7,8,6,2,2,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2021-06-17,Perlis,0,8,1,1,5,5,2,3,5,6,8,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Perlis,2,0,8,1,1,5,5,2,8,8,3,2,3,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Perlis,0,2,0,8,1,1,5,5,4,19,18,6,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06-20,Perlis,2,0,2,0,8,1,1,5,2,7,8,8,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Perlis,0,2,0,2,0,8,1,1,1,12,7,3,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Perlis,2,0,2,0,2,0,8,1,1,0,8,18,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Perlis,1,2,0,2,0,2,0,8,4,7,8,8,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Perlis,5,1,2,0,2,0,2,0,3,5,6,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Perlis,0,5,1,2,0,2,0,2,2,8,8,8,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2021-06-26,Perlis,4,0,5,1,2,0,2,0,5,4,19,8,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Perlis,0,4,0,5,1,2,0,2,5,2,7,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Perlis,5,0,4,0,5,1,2,0,1,1,12,8,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Perlis,0,5,0,4,0,5,1,2,1,1,0,19,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2021-06-30,Perlis,5,0,5,0,4,0,5,1,8,4,7,7,5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
2021-07-01,Perlis,1,5,0,5,0,4,0,5,0,3,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-07-02,Perlis,0,1,5,0,5,0,4,0,2,2,8,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,Perlis,2,0,1,5,0,5,0,4,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,Perlis,0,2,0,1,5,0,5,0,2,5,2,8,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-07-05,Perlis,0,0,2,0,1,5,0,5,0,1,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-07-06,Perlis,2,0,0,2,0,1,5,0,2,1,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,Perlis,2,2,0,0,2,0,1,5,1,8,4,1,4,0,24,2,0,0,0,0,0,10,0,0,0,4,0,0,0,0
2021-07-08,Perlis,1,2,2,0,0,2,0,1,5,0,3,1,1,1,17,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-09,Perlis,1,1,2,2,0,0,2,0,0,2,2,4,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,Perlis,4,1,1,2,2,0,0,2,4,0,5,3,3,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,Perlis,1,4,1,1,2,2,0,0,0,2,5,2,0,0,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,Perlis,0,1,4,1,1,2,2,0,5,0,1,5,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,Perlis,0,0,1,4,1,1,2,2,0,2,1,5,0,0,29,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2021-07-14,Perlis,3,0,0,1,4,1,1,2,5,1,8,1,5,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-07-15,Perlis,3,3,0,0,1,4,1,1,1,5,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0
2021-07-16,Perlis,7,3,3,0,0,1,4,1,0,0,2,8,2,2,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0
2021-07-17,Perlis,1,7,3,3,0,0,1,4,2,4,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,Perlis,5,1,7,3,3,0,0,1,0,0,2,2,2,3,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,Perlis,1,5,1,7,3,3,0,0,0,5,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-07-20,Perlis,2,1,5,1,7,3,3,0,2,0,2,2,8,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,Perlis,2,2,1,5,1,7,3,3,2,5,1,0,3,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-22,Perlis,6,2,2,1,5,1,7,3,1,1,5,2,18,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-07-23,Perlis,3,6,2,2,1,5,1,7,1,0,0,1,8,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-07-24,Perlis,7,3,6,2,2,1,5,1,4,2,4,5,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,Perlis,10,7,3,6,2,2,1,5,1,0,0,0,8,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0
2021-07-26,Perlis,2,10,7,3,6,2,2,1,0,0,5,4,8,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,Perlis,2,2,10,7,3,6,2,2,0,2,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,Perlis,3,2,2,10,7,3,6,2,3,2,5,5,8,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,Perlis,10,3,2,2,10,7,3,6,3,1,1,0,19,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
2021-07-30,Perlis,13,10,3,2,2,10,7,3,7,1,0,5,7,5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2021-07-31,Perlis,16,13,10,3,2,2,10,7,1,4,2,5,12,5,1,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0
2021-08-01,Perlis,21,16,13,10,3,2,2,10,5,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-08-02,Perlis,9,21,16,13,10,3,2,2,1,0,0,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,Perlis,7,9,21,16,13,10,3,2,2,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-04,Perlis,11,7,9,21,16,13,10,3,2,3,2,0,8,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2021-08-05,Perlis,4,11,7,9,21,16,13,10,6,3,1,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-08-06,Perlis,9,4,11,7,9,21,16,13,3,7,1,2,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-07,Perlis,41,9,4,11,7,9,21,16,7,1,4,2,1,4,0,24,2,0,0,0,0,0,10,0,0,0,4,0,0,0
2021-08-08,Perlis,6,41,9,4,11,7,9,21,10,5,1,1,1,1,1,17,4,3,0,0,0,1,0,0,0,0,0,0,0,0
2021-08-09,Perlis,22,6,41,9,4,11,7,9,2,1,0,1,4,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,Perlis,24,22,6,41,9,4,11,7,2,2,0,4,3,3,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-11,Perlis,29,24,22,6,41,9,4,11,3,2,3,1,2,0,0,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0
2021-08-12,Perlis,23,29,24,22,6,41,9,4,10,6,3,0,5,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,Perlis,50,23,29,24,22,6,41,9,13,3,7,0,5,0,0,29,2,1,1,0,0,0,0,0,0,0,0,1,0,0
2021-08-14,Perlis,61,50,23,29,24,22,6,41,16,7,1,3,1,5,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2021-08-15,Perlis,21,61,50,23,29,24,22,6,21,10,5,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
2021-08-16,Perlis,20,21,61,50,23,29,24,22,9,2,1,7,8,2,2,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0
2021-08-17,Perlis,37,20,21,61,50,23,29,24,7,2,2,1,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-18,Perlis,50,37,20,21,61,50,23,29,11,3,2,5,2,2,3,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,Perlis,42,50,37,20,21,61,50,23,4,10,6,1,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
2021-08-20,Perlis,64,42,50,37,20,21,61,50,9,13,3,2,2,8,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-21,Perlis,38,64,42,50,37,20,21,61,41,16,7,2,0,3,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,Perlis,54,38,64,42,50,37,20,21,6,21,10,6,2,18,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0
2021-08-23,Perlis,57,54,38,64,42,50,37,20,22,9,2,3,1,8,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
2021-08-24,Perlis,74,57,54,38,64,42,50,37,24,7,2,7,5,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,Perlis,44,74,57,54,38,64,42,50,29,11,3,10,0,8,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0
2021-08-26,Perlis,67,44,74,57,54,38,64,42,23,4,10,2,4,8,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Perlis,76,67,44,74,57,54,38,64,50,9,13,2,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-28,Perlis,98,76,67,44,74,57,54,38,61,41,16,3,5,8,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,Perlis,56,98,76,67,44,74,57,54,21,6,21,10,0,19,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0
2021-08-30,Perlis,71,56,98,76,67,44,74,57,20,22,9,13,5,7,5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2021-08-31,Perlis,64,71,56,98,76,67,44,74,37,24,7,16,5,12,5,1,0,5,0,0,0,2,0,0,0,0,0,1,0,0
2021-09-01,Perlis,33,64,71,56,98,76,67,44,50,29,11,21,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-02,Perlis,90,33,64,71,56,98,76,67,42,23,4,9,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,Perlis,80,90,33,64,71,56,98,76,64,50,9,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,Perlis,99,80,90,33,64,71,56,98,38,61,41,11,0,8,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
2020-01-25,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
